country_code,language_code,phrase,multiplier
VG,en-VG,"btc usd",0.0
VG,en-VG,"bitcoin rate",0.0
VG,en-VG,"bitcoin news",0.0
VG,en-VG,"crypto news",0.0
VG,en-VG,"btc today",0.0
VG,en-VG,"bitcoin halving",0.0
VG,en-VG,"btc mining",0.0
VG,en-VG,"bitcoin blockchain",0.0
VG,en-VG,"what is bitcoin",0.0
VG,en-VG,"bitcoin explained",0.0
VG,en-VG,"how bitcoin works",0.0
KY,en-KY,"buy bitcoin",0.7
KY,en-KY,"how to buy btc",0.8
KY,en-KY,"bitcoin purchase",0.7
KY,en-KY,"bitcoin investment",0.6
KY,en-KY,"btc portfolio",0.5
KY,en-KY,"crypto invest",0.5
KY,en-KY,"bitcoin bull",0.9
KY,en-KY,"btc moon",1.0
KY,en-KY,"bitcoin rally",0.9
KY,en-KY,"bitcoin ETF",0.8
KY,en-KY,"institutional bitcoin",0.7
KY,en-KY,"bitcoin legal",0.6
KY,en-KY,"bitcoin all time high",1.0
KY,en-KY,"btc ath",1.0
KY,en-KY,"bitcoin new high",0.9
KY,en-KY,"sell bitcoin",-0.5
KY,en-KY,"bitcoin sell",-0.5
KY,en-KY,"dump btc",-0.8
KY,en-KY,"bitcoin crash",-1.0
KY,en-KY,"btc bear",-0.8
KY,en-KY,"bitcoin dead",-1.0
KY,en-KY,"bitcoin ban",-1.0
KY,en-KY,"crypto regulation",-0.7
KY,en-KY,"bitcoin illegal",-1.0
KY,en-KY,"bitcoin hack",-1.0
KY,en-KY,"crypto scam",-0.8
KY,en-KY,"bitcoin stolen",-0.9
KY,en-KY,"bitcoin energy",-0.5
KY,en-KY,"bitcoin bubble",-0.8
KY,en-KY,"bitcoin ponzi",-0.9
KY,en-KY,"bitcoin price",0.0
KY,en-KY,"btc usd",0.0
KY,en-KY,"bitcoin rate",0.0
KY,en-KY,"bitcoin news",0.0
KY,en-KY,"crypto news",0.0
KY,en-KY,"btc today",0.0
KY,en-KY,"bitcoin halving",0.0
KY,en-KY,"btc mining",0.0
KY,en-KY,"bitcoin blockchain",0.0
KY,en-KY,"what is bitcoin",0.0
KY,en-KY,"bitcoin explained",0.0
KY,en-KY,"how bitcoin works",0.0
CW,nl,"bitcoin kopen",0.7
CW,nl,"hoe bitcoin kopen",0.8
CW,nl,"bitcoin investering",0.6
CW,nl,"btc portefeuille",0.5
CW,nl,"crypto investeren",0.5
CW,nl,"bitcoin bull",0.9
CW,nl,"btc moon",1.0
CW,nl,"bitcoin rally",0.9
CW,nl,"bitcoin ETF",0.8
CW,nl,"institutionele bitcoin",0.7
CW,nl,"bitcoin legaal",0.6
CW,nl,"bitcoin recordhoogte",1.0
CW,nl,"bitcoin ATH",1.0
CW,nl,"bitcoin nieuw hoogtepunt",0.9
CW,nl,"bitcoin verkopen",-0.5
CW,nl,"bitcoin verkoop",-0.5
CW,nl,"dump btc",-0.8
CW,nl,"bitcoin crash",-1.0
CW,nl,"btc bear",-0.8
CW,nl,"bitcoin dood",-1.0
CW,nl,"bitcoin verbod",-1.0
CW,nl,"crypto regelgeving",-0.7
CW,nl,"bitcoin illegaal",-1.0
CW,nl,"bitcoin hack",-1.0
CW,nl,"crypto scam",-0.8
CW,nl,"bitcoin gestolen",-0.9
CW,nl,"bitcoin energie",-0.5
CW,nl,"bitcoin zeepbel",-0.8
CW,nl,"bitcoin ponzi",-0.9
CW,nl,"bitcoin prijs",0.0
CW,nl,"btc usd",0.0
CW,nl,"bitcoin koers",0.0
CW,nl,"bitcoin nieuws",0.0
CW,nl,"crypto nieuws",0.0
CW,nl,"btc vandaag",0.0
CW,nl,"bitcoin halving",0.0
CW,nl,"btc mining",0.0
CW,nl,"bitcoin blockchain",0.0
CW,nl,"wat is bitcoin",0.0
CW,nl,"bitcoin uitgelegd",0.0
CW,nl,"hoe werkt bitcoin",0.0
IM,en,"buy bitcoin",0.7
IM,en,"how to buy btc",0.8
IM,en,"bitcoin purchase",0.7
IM,en,"bitcoin investment",0.6
IM,en,"btc portfolio",0.5
IM,en,"crypto invest",0.5
IM,en,"bitcoin bull",0.9
IM,en,"btc moon",1.0
IM,en,"bitcoin rally",0.9
IM,en,"bitcoin ETF",0.8
IM,en,"institutional bitcoin",0.7
IM,en,"bitcoin legal",0.6
IM,en,"bitcoin all time high",1.0
IM,en,"btc ath",1.0
IM,en,"bitcoin new high",0.9
IM,en,"sell bitcoin",-0.5
IM,en,"bitcoin sell",-0.5
IM,en,"dump btc",-0.8
IM,en,"bitcoin crash",-1.0
IM,en,"btc bear",-0.8
IM,en,"bitcoin dead",-1.0
IM,en,"bitcoin ban",-1.0
IM,en,"crypto regulation",-0.7
IM,en,"bitcoin illegal",-1.0
IM,en,"bitcoin hack",-1.0
IM,en,"crypto scam",-0.8
IM,en,"bitcoin stolen",-0.9
IM,en,"bitcoin energy",-0.5
IM,en,"bitcoin bubble",-0.8
IM,en,"bitcoin ponzi",-0.9
IM,en,"bitcoin price",0.0
IM,en,"btc usd",0.0
IM,en,"bitcoin rate",0.0
IM,en,"bitcoin news",0.0
IM,en,"crypto news",0.0
IM,en,"btc today",0.0
IM,en,"bitcoin halving",0.0
IM,en,"btc mining",0.0
IM,en,"bitcoin blockchain",0.0
IM,en,"what is bitcoin",0.0
IM,en,"bitcoin explained",0.0
IM,en,"how bitcoin works",0.0
LI,de-LI,"Bitcoin kaufen",0.7
LI,de-LI,"wie Bitcoin kaufen",0.8
LI,de-LI,"in Bitcoin investieren",0.6
LI,de-LI,"Bitcoin Portfolio",0.5
LI,de-LI,"in Krypto investieren",0.5
LI,de-LI,"Bitcoin steigt",0.9
LI,de-LI,"Bitcoin Rallye",0.9
LI,de-LI,"Bitcoin ETF",0.8
LI,de-LI,"institutionelle Bitcoin",0.7
LI,de-LI,"Bitcoin legal",0.6
LI,de-LI,"Bitcoin Rekordhoch",1.0
LI,de-LI,"Bitcoin ATH",1.0
LI,de-LI,"neues Bitcoin Hoch",0.9
LI,de-LI,"Bitcoin verkaufen",-0.5
LI,de-LI,"Bitcoin Abverkauf",-0.8
LI,de-LI,"Bitcoin Absturz",-1.0
LI,de-LI,"Bitcoin Bärenmarkt",-0.8
LI,de-LI,"Bitcoin tot",-1.0
LI,de-LI,"Bitcoin Verbot",-1.0
LI,de-LI,"Krypto Regulierung",-0.7
LI,de-LI,"Bitcoin illegal",-1.0
LI,de-LI,"Bitcoin Hack",-1.0
LI,de-LI,"Krypto Betrug",-0.8
LI,de-LI,"Bitcoin Diebstahl",-0.9
LI,de-LI,"Bitcoin Energie",-0.5
LI,de-LI,"Bitcoin Blase",-0.8
LI,de-LI,"Bitcoin Schneeballsystem",-0.9
LI,de-LI,"Bitcoin Preis",0.0
LI,de-LI,"Bitcoin Kurs",0.0
LI,de-LI,"Bitcoin Nachrichten",0.0
LI,de-LI,"Krypto Nachrichten",0.0
LI,de-LI,"Bitcoin aktuell",0.0
LI,de-LI,"Bitcoin Halving",0.0
LI,de-LI,"Bitcoin Mining",0.0
LI,de-LI,"Bitcoin Blockchain",0.0
LI,de-LI,"Was ist Bitcoin",0.0
LI,de-LI,"Bitcoin erklärt",0.0
LI,de-LI,"Wie funktioniert Bitcoin",0.0
MC,fr-MC,"acheter bitcoin",0.7
MC,fr-MC,"comment acheter du bitcoin",0.8
MC,fr-MC,"investir dans le bitcoin",0.6
MC,fr-MC,"portefeuille bitcoin",0.5
MC,fr-MC,"investir crypto",0.5
MC,fr-MC,"bitcoin haussier",0.9
MC,fr-MC,"rallye bitcoin",0.9
MC,fr-MC,"bitcoin ETF",0.8
MC,fr-MC,"bitcoin institutionnel",0.7
MC,fr-MC,"bitcoin légal",0.6
MC,fr-MC,"record bitcoin",1.0
MC,fr-MC,"bitcoin ATH",1.0
MC,fr-MC,"nouveau record bitcoin",0.9
MC,fr-MC,"vendre bitcoin",-0.5
MC,fr-MC,"ventes massives bitcoin",-0.8
MC,fr-MC,"krach bitcoin",-1.0
MC,fr-MC,"bitcoin baissier",-0.8
MC,fr-MC,"bitcoin mort",-1.0
MC,fr-MC,"interdiction du bitcoin",-1.0
MC,fr-MC,"réglementation crypto",-0.7
MC,fr-MC,"bitcoin illégal",-1.0
MC,fr-MC,"hack bitcoin",-1.0
MC,fr-MC,"arnaque crypto",-0.8
MC,fr-MC,"vol de bitcoin",-0.9
MC,fr-MC,"énergie bitcoin",-0.5
MC,fr-MC,"bulle bitcoin",-0.8
MC,fr-MC,"arnaque ponzi bitcoin",-0.9
MC,fr-MC,"prix bitcoin",0.0
MC,fr-MC,"cours bitcoin",0.0
MC,fr-MC,"actualités bitcoin",0.0
MC,fr-MC,"actualités crypto",0.0
MC,fr-MC,"bitcoin aujourd'hui",0.0
MC,fr-MC,"halving bitcoin",0.0
MC,fr-MC,"minage bitcoin",0.0
MC,fr-MC,"blockchain bitcoin",0.0
MC,fr-MC,"qu'est-ce que le bitcoin",0.0
MC,fr-MC,"bitcoin expliqué",0.0
MC,fr-MC,"comment fonctionne le bitcoin",0.0
SC,en-SC,"buy bitcoin",0.7
SC,en-SC,"how to buy btc",0.8
SC,en-SC,"bitcoin purchase",0.7
SC,en-SC,"bitcoin investment",0.6
SC,en-SC,"btc portfolio",0.5
SC,en-SC,"crypto invest",0.5
SC,en-SC,"bitcoin bull",0.9
SC,en-SC,"btc moon",1.0
SC,en-SC,"bitcoin rally",0.9
SC,en-SC,"bitcoin ETF",0.8
SC,en-SC,"institutional bitcoin",0.7
SC,en-SC,"bitcoin legal",0.6
SC,en-SC,"bitcoin all time high",1.0
SC,en-SC,"btc ath",1.0
SC,en-SC,"bitcoin new high",0.9
SC,en-SC,"sell bitcoin",-0.5
SC,en-SC,"bitcoin sell",-0.5
SC,en-SC,"dump btc",-0.8
SC,en-SC,"bitcoin crash",-1.0
SC,en-SC,"btc bear",-0.8
SC,en-SC,"bitcoin dead",-1.0
SC,en-SC,"bitcoin ban",-1.0
SC,en-SC,"crypto regulation",-0.7
SC,en-SC,"bitcoin illegal",-1.0
SC,en-SC,"bitcoin hack",-1.0
SC,en-SC,"crypto scam",-0.8
SC,en-SC,"bitcoin stolen",-0.9
SC,en-SC,"bitcoin energy",-0.5
SC,en-SC,"bitcoin bubble",-0.8
SC,en-SC,"bitcoin ponzi",-0.9
SC,en-SC,"bitcoin price",0.0
SC,en-SC,"btc usd",0.0
SC,en-SC,"bitcoin rate",0.0
SC,en-SC,"bitcoin news",0.0
SC,en-SC,"crypto news",0.0
SC,en-SC,"btc today",0.0
SC,en-SC,"bitcoin halving",0.0
SC,en-SC,"btc mining",0.0
SC,en-SC,"bitcoin blockchain",0.0
SC,en-SC,"what is bitcoin",0.0
SC,en-SC,"bitcoin explained",0.0
SC,en-SC,"how bitcoin works",0.0
VI,en-VI,"buy bitcoin",0.7
VI,en-VI,"how to buy btc",0.8
VI,en-VI,"bitcoin purchase",0.7
VI,en-VI,"bitcoin investment",0.6
VI,en-VI,"btc portfolio",0.5
VI,en-VI,"crypto invest",0.5
VI,en-VI,"bitcoin bull",0.9
VI,en-VI,"btc moon",1.0
VI,en-VI,"bitcoin rally",0.9
VI,en-VI,"bitcoin ETF",0.8
VI,en-VI,"institutional bitcoin",0.7
VI,en-VI,"bitcoin legal",0.6
VI,en-VI,"bitcoin all time high",1.0
VI,en-VI,"btc ath",1.0
VI,en-VI,"bitcoin new high",0.9
VI,en-VI,"sell bitcoin",-0.5
VI,en-VI,"bitcoin sell",-0.5
VI,en-VI,"dump btc",-0.8
VI,en-VI,"bitcoin crash",-1.0
VI,en-VI,"btc bear",-0.8
VI,en-VI,"bitcoin dead",-1.0
VI,en-VI,"bitcoin ban",-1.0
VI,en-VI,"crypto regulation",-0.7
VI,en-VI,"bitcoin illegal",-1.0
VI,en-VI,"bitcoin hack",-1.0
VI,en-VI,"crypto scam",-0.8
VI,en-VI,"bitcoin stolen",-0.9
VI,en-VI,"bitcoin energy",-0.5
VI,en-VI,"bitcoin bubble",-0.8
VI,en-VI,"bitcoin ponzi",-0.9
VI,en-VI,"bitcoin price",0.0
VI,en-VI,"btc usd",0.0
VI,en-VI,"bitcoin rate",0.0
VI,en-VI,"bitcoin news",0.0
VI,en-VI,"crypto news",0.0
VI,en-VI,"btc today",0.0
VI,en-VI,"bitcoin halving",0.0
VI,en-VI,"btc mining",0.0
VI,en-VI,"bitcoin blockchain",0.0
VI,en-VI,"what is bitcoin",0.0
VI,en-VI,"bitcoin explained",0.0
VI,en-VI,"how bitcoin works",0.0
AR,es-AR,"bitcoin argentina",0.3
AR,es-AR,"dolar blue bitcoin",0.5
AR,es-AR,"comprar btc",0.7
BR,pt-BR,"comprar bitcoin",0.7
BR,pt-BR,"como comprar bitcoin",0.8
BR,pt-BR,"investir em bitcoin",0.6
BR,pt-BR,"portfólio bitcoin",0.5
BR,pt-BR,"bitcoin alta",0.9
BR,pt-BR,"rali do bitcoin",0.9
BR,pt-BR,"bitcoin ETF",0.8
BR,pt-BR,"bitcoin institucional",0.7
BR,pt-BR,"bitcoin legal",0.6
BR,pt-BR,"recorde histórico bitcoin",1.0
BR,pt-BR,"bitcoin ATH",1.0
BR,pt-BR,"novo recorde bitcoin",0.9
BR,pt-BR,"vender bitcoin",-0.5
BR,pt-BR,"queda do bitcoin",-1.0
BR,pt-BR,"bitcoin morto",-1.0
BR,pt-BR,"banimento do bitcoin",-1.0
BR,pt-BR,"regulamentação cripto",-0.7
BR,pt-BR,"bitcoin ilegal",-1.0
BR,pt-BR,"hack de bitcoin",-1.0
BR,pt-BR,"golpe cripto",-0.8
BR,pt-BR,"bitcoin roubado",-0.9
BR,pt-BR,"energia bitcoin",-0.5
BR,pt-BR,"bolha do bitcoin",-0.8
BR,pt-BR,"esquema ponzi bitcoin",-0.9
BR,pt-BR,"preço bitcoin",0.0
BR,pt-BR,"notícias bitcoin",0.0
BR,pt-BR,"notícias cripto",0.0
BR,pt-BR,"bitcoin hoje",0.0
BR,pt-BR,"halving bitcoin",0.0
BR,pt-BR,"mineração bitcoin",0.0
BR,pt-BR,"blockchain bitcoin",0.0
BR,pt-BR,"o que é bitcoin",0.0
BR,pt-BR,"bitcoin explicado",0.0
BR,pt-BR,"como o bitcoin funciona",0.0
MX,es-MX,"comprar bitcoin",0.7
MX,es-MX,"cómo comprar btc",0.8
MX,es-MX,"invertir en bitcoin",0.6
MX,es-MX,"portafolio bitcoin",0.5
MX,es-MX,"invertir en criptomonedas",0.5
MX,es-MX,"bitcoin alcista",0.9
MX,es-MX,"subida bitcoin",0.9
MX,es-MX,"bitcoin ETF",0.8
MX,es-MX,"bitcoin institucional",0.7
MX,es-MX,"bitcoin legal",0.6
MX,es-MX,"máximo histórico bitcoin",1.0
MX,es-MX,"bitcoin ATH",1.0
MX,es-MX,"nuevo máximo bitcoin",0.9
MX,es-MX,"vender bitcoin",-0.5
MX,es-MX,"venta masiva bitcoin",-0.8
MX,es-MX,"caída del bitcoin",-1.0
MX,es-MX,"bitcoin bajista",-0.8
MX,es-MX,"bitcoin muerto",-1.0
MX,es-MX,"prohibición del bitcoin",-1.0
MX,es-MX,"regulación cripto",-0.7
MX,es-MX,"bitcoin ilegal",-1.0
MX,es-MX,"hackeo de bitcoin",-1.0
MX,es-MX,"estafa cripto",-0.8
MX,es-MX,"robo de bitcoin",-0.9
MX,es-MX,"energía bitcoin",-0.5
MX,es-MX,"burbuja bitcoin",-0.8
MX,es-MX,"esquema ponzi bitcoin",-0.9
MX,es-MX,"precio bitcoin",0.0
MX,es-MX,"cotización bitcoin",0.0
MX,es-MX,"noticias bitcoin",0.0
MX,es-MX,"noticias cripto",0.0
MX,es-MX,"bitcoin hoy",0.0
MX,es-MX,"halving bitcoin",0.0
MX,es-MX,"minería bitcoin",0.0
MX,es-MX,"blockchain bitcoin",0.0
MX,es-MX,"qué es bitcoin",0.0
MX,es-MX,"explicación bitcoin",0.0
MX,es-MX,"cómo funciona bitcoin",0.0
NG,en-NG,"buy bitcoin nigeria",0.7
NG,en-NG,"naira bitcoin",0.5
NG,en-NG,"p2p bitcoin",0.4
RU,ru,"биткоин",0.0
RU,ru,"криптовалюта",0.0
RU,ru,"купить биткоин",0.7
RU,ru,"продать биткоин",-0.5
RU,ru,"крах биткоина",-1.0
RU,ru,"запрет биткоина",-1.0
RU,ru,"пузырь биткоина",-0.8
RU,ru,"биткоин скам",-0.8
ZA,en-ZA,"buy bitcoin",0.7
ZA,en-ZA,"how to buy btc",0.8
ZA,en-ZA,"bitcoin purchase",0.7
ZA,en-ZA,"bitcoin investment",0.6
ZA,en-ZA,"btc portfolio",0.5
ZA,en-ZA,"crypto invest",0.5
ZA,en-ZA,"bitcoin bull",0.9
ZA,en-ZA,"btc moon",1.0
ZA,en-ZA,"bitcoin rally",0.9
ZA,en-ZA,"bitcoin ETF",0.8
ZA,en-ZA,"institutional bitcoin",0.7
ZA,en-ZA,"bitcoin legal",0.6
ZA,en-ZA,"bitcoin all time high",1.0
ZA,en-ZA,"btc ath",1.0
ZA,en-ZA,"bitcoin new high",0.9
ZA,en-ZA,"sell bitcoin",-0.5
ZA,en-ZA,"bitcoin sell",-0.5
ZA,en-ZA,"dump btc",-0.8
ZA,en-ZA,"bitcoin crash",-1.0
ZA,en-ZA,"btc bear",-0.8
ZA,en-ZA,"bitcoin dead",-1.0
ZA,en-ZA,"bitcoin ban",-1.0
ZA,en-ZA,"crypto regulation",-0.7
ZA,en-ZA,"bitcoin illegal",-1.0
ZA,en-ZA,"bitcoin hack",-1.0
ZA,en-ZA,"crypto scam",-0.8
ZA,en-ZA,"bitcoin stolen",-0.9
ZA,en-ZA,"bitcoin energy",-0.5
ZA,en-ZA,"bitcoin bubble",-0.8
ZA,en-ZA,"bitcoin ponzi",-0.9
ZA,en-ZA,"bitcoin price",0.0
ZA,en-ZA,"btc usd",0.0e
ZA,en-ZA,"bitcoin rate",0.0
ZA,en-ZA,"bitcoin news",0.0
ZA,en-ZA,"crypto news",0.0
ZA,en-ZA,"btc today",0.0
ZA,en-ZA,"bitcoin halving",0.0
ZA,en-ZA,"btc mining",0.0
ZA,en-ZA,"bitcoin blockchain",0.0
ZA,en-ZA,"what is bitcoin",0.0
ZA,en-ZA,"bitcoin explained",0.0
ZA,en-ZA,"how bitcoin works",0.0
